subject,regression_coef,value
130,X1o,0.29029803822247846
130,X2o,0.13075272661447251
130,X3o,0.1127107793139845
130,X1mo,0.0700866322462133
130,X2mo,0.052167072275656146
130,X3mo,0.026636626644352852
131,X1o,0.2739264917061225
131,X2o,0.1533619716027565
131,X3o,0.07384156113759416
131,X1mo,-3.106682249414978e-5
131,X2mo,-0.0237103228595344
131,X3mo,-0.007999290086331202
132,X1o,0.2114023788477
132,X2o,0.0672354109663908
132,X3o,0.0793268859051981
132,X1mo,0.019144796382444176
132,X2mo,0.01750485025536125
132,X3mo,-0.0494261925265998
133,X1o,0.08247798915041635
133,X2o,0.031382083649509146
133,X3o,9.758022180833478e-4
133,X1mo,-0.03326295498236765
133,X2mo,0.001899624278896275
133,X3mo,0.02755106290893855
134,X1o,-0.054301706820979755
134,X2o,-0.0619197765784528
134,X3o,-0.1049778331339184
134,X1mo,-0.00687806205523177
134,X2mo,0.008282440630192334
134,X3mo,0.016338088431948748
135,X1o,1.0623645652090266
135,X2o,-0.0288489459045368
135,X3o,-0.17023389206548978
135,X1mo,0.04226645743048421
135,X2mo,0.05055185066072465
135,X3mo,0.02152054418580786
136,X1o,0.234786794455288
136,X2o,0.10027731534785825
136,X3o,0.013792685939789669
136,X1mo,0.0049626464941623805
136,X2mo,-0.00766772642295528
136,X3mo,0.0037517849067338
137,X1o,0.07402789893075415
137,X2o,0.096268187694209445
137,X3o,0.1164516732485858
137,X1mo,0.004988392359783217
137,X2mo,-0.0018908228288814152
137,X3mo,0.025349521464306
138,X1o,0.140497799071705
138,X2o,0.05430098296184055
138,X3o,0.07983489568703706
138,X1mo,0.037148239826085755
138,X2mo,0.0157730709418845
138,X3mo,-0.0366632297918966
139,X1o,1.0766713717980472
139,X2o,0.14166805973068713
139,X3o,0.052090579076586
139,X1mo,0.06435956406810506
139,X2mo,0.05291136922023976
139,X3mo,-0.01941195786207845
140,X1o,0.4168381091987985
140,X2o,0.118833187311442
140,X3o,0.04737030114580705
140,X1mo,0.1057864822013209
140,X2mo,0.06708325570338805
140,X3mo,-0.0053680025742283595
141,X1o,0.306837659704847
141,X2o,0.08957351245152517
141,X3o,0.051716216652583594
141,X1mo,0.056679480331067254
141,X2mo,0.030656131708979295
